amplitude,delta_si,delta_sj,delta_t,context,om,policy,choice_changes,before_viable,after_viable,new_projects,switches,discounted_mwh,undiscounted_mwh,entry_discounted_mwh,switch_discounted_mwh,entry_undiscounted_mwh,switch_undiscounted_mwh,public_usd,private_npv_gain_usd,after_si,after_sj,after_t,counterexample_discounted,counterexample_physical
0.1,0.0,0.1,0.1,area,proportional,General,70,337,337,0,6,41083.78610232217,68668.26912368837,0.0,41083.78610232216,0.0,68668.26912368837,77664768.78220902,73799479.88894626,0,0,337,False,False
0.1,0.0,0.1,0.1,area,proportional,New,0,337,337,0,6,41083.78610232217,68668.26912368837,0.0,41083.78610232216,0.0,68668.26912368837,77664768.78220902,73799479.88894626,0,0,337,False,False
0.1,0.1,-0.1,-0.1,area,proportional,General,267,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.1,0.1,-0.1,-0.1,area,proportional,New,337,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,0,0,False,False
0.1,0.1,-0.1,0.0,area,proportional,General,267,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.1,0.1,-0.1,0.0,area,proportional,New,262,337,337,0,75,141190.1558078635,166239.53716088133,0.0,141190.15580786354,0.0,166239.53716088133,17284444.090996068,642721.8376908172,262,0,75,False,False
0.1,0.1,-0.1,0.1,area,proportional,General,36,337,337,0,92,386157.42204986024,594198.1400360174,0.0,386157.4220498602,0.0,594198.1400360174,75533994.0565913,69570055.39332813,34,0,303,False,False
0.1,0.1,-0.1,0.1,area,proportional,New,0,337,337,0,126,505453.18424417195,777743.6014206132,0.0,505453.18424417183,0.0,777743.6014206132,77664768.78220902,68851406.39993043,0,0,337,False,False
0.1,0.1,0.0,-0.1,area,proportional,General,267,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.1,0.1,0.0,-0.1,area,proportional,New,337,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,0,0,False,False
0.1,0.1,0.0,0.0,area,proportional,General,267,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.1,0.1,0.0,0.0,area,proportional,New,262,337,337,0,75,141190.1558078635,166239.53716088133,0.0,141190.15580786354,0.0,166239.53716088133,17284444.090996068,642721.8376908172,262,0,75,False,False
0.1,0.1,0.0,0.1,area,proportional,General,36,337,337,0,92,386157.42204986024,594198.1400360174,0.0,386157.4220498602,0.0,594198.1400360174,75533994.0565913,69570055.39332813,34,0,303,False,False
0.1,0.1,0.0,0.1,area,proportional,New,0,337,337,0,126,505453.18424417195,777743.6014206132,0.0,505453.18424417183,0.0,777743.6014206132,77664768.78220902,68851406.39993043,0,0,337,False,False
0.1,0.1,0.1,-0.1,area,proportional,General,267,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.1,0.1,0.1,-0.1,area,proportional,New,337,337,337,0,5,-18082.50318442446,-32280.191577442376,0.0,-18082.50318442446,0.0,-32280.191577442376,506825.62787465105,106557.6380377648,332,5,0,False,False
0.1,0.1,0.1,0.0,area,proportional,General,267,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.1,0.1,0.1,0.0,area,proportional,New,262,337,337,0,80,123107.65262343906,133959.34558343893,0.0,123107.65262343906,0.0,133959.34558343893,17791269.71887072,749279.475728582,257,5,75,False,False
0.1,0.1,0.1,0.1,area,proportional,General,36,337,337,0,92,386157.42204986024,594198.1400360174,0.0,386157.4220498602,0.0,594198.1400360174,75533994.0565913,69570055.39332813,34,0,303,False,False
0.1,0.1,0.1,0.1,area,proportional,New,0,337,337,0,126,505453.18424417195,777743.6014206132,0.0,505453.18424417183,0.0,777743.6014206132,77664768.78220902,68851406.39993043,0,0,337,False,False
0.1,-0.1,-0.1,-0.1,area,3.2,General,26,337,337,0,137,492904.03472556587,758074.7228493704,0.0,492904.03472556587,0.0,758074.7228493704,75032635.29762243,67472372.71818425,42,0,295,False,False
0.1,-0.1,-0.1,-0.1,area,3.2,New,0,337,337,0,179,615730.0008712893,947054.2896654594,0.0,615730.0008712893,0.0,947054.2896654592,77664768.78220902,66494124.7213357,0,0,337,False,False
0.1,-0.1,-0.1,0.0,area,3.2,General,16,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.1,-0.1,-0.1,0.0,area,3.2,New,0,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.1,-0.1,-0.1,0.1,area,3.2,General,16,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.1,-0.1,-0.1,0.1,area,3.2,New,0,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.1,-0.1,0.0,-0.1,area,3.2,General,26,337,337,0,170,556310.2828432831,873486.7292964722,0.0,556310.2828432831,0.0,873486.7292964722,75032635.29762243,67113824.71773697,42,0,295,False,False
0.1,-0.1,0.0,-0.1,area,3.2,New,4,337,337,0,175,662814.5372207591,1035593.8854030331,0.0,662814.5372207591,0.0,1035593.8854030332,77148392.26632228,66226469.43126872,0,4,333,False,False
0.1,-0.1,0.0,0.0,area,3.2,General,16,337,337,0,1,5891.762891329172,9848.366807719343,0.0,5891.762891329172,0.0,9848.366807719343,77664768.78220902,73965683.28809613,0,0,337,False,False
0.1,-0.1,0.0,0.0,area,3.2,New,0,337,337,0,1,5891.762891329172,9848.366807719343,0.0,5891.762891329172,0.0,9848.366807719343,77664768.78220902,73965683.28809613,0,0,337,False,False
0.1,-0.1,0.0,0.1,area,3.2,General,16,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.1,-0.1,0.0,0.1,area,3.2,New,0,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.1,-0.1,0.1,-0.1,area,3.2,General,161,337,337,0,166,851312.5619546305,1371981.0688323677,0.0,851312.5619546308,0.0,1371981.068832368,56880614.01776788,43907720.69878571,0,161,176,False,False
0.1,-0.1,0.1,-0.1,area,3.2,New,161,337,337,0,166,851312.5619546305,1371981.0688323677,0.0,851312.5619546308,0.0,1371981.068832368,56880614.01776788,43907720.69878571,0,161,176,False,False
0.1,-0.1,0.1,0.0,area,3.2,General,16,337,337,0,38,206572.2794813296,340964.46576026926,0.0,206572.2794813296,0.0,340964.4657602692,77664768.78220902,72552269.1243921,0,0,337,False,False
0.1,-0.1,0.1,0.0,area,3.2,New,0,337,337,0,38,206572.2794813296,340964.46576026926,0.0,206572.2794813296,0.0,340964.4657602692,77664768.78220902,72552269.1243921,0,0,337,False,False
0.1,-0.1,0.1,0.1,area,3.2,General,16,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.1,-0.1,0.1,0.1,area,3.2,New,0,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.1,0.0,-0.1,-0.1,area,3.2,General,321,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.1,0.0,-0.1,-0.1,area,3.2,New,194,337,337,0,143,189489.31534873683,198229.7067576024,0.0,189489.31534873683,0.0,198229.7067576024,32955673.40016584,1224309.6823624903,194,0,143,False,False
0.1,0.0,-0.1,0.0,area,3.2,General,0,337,337,0,91,334280.4124989696,514444.86982057174,0.0,334280.4124989696,0.0,514444.8698205718,76662051.26427127,70913152.38053487,16,0,321,False,False
0.1,0.0,-0.1,0.0,area,3.2,New,0,337,337,0,107,382830.1002041604,589094.4199222687,0.0,382830.10020416044,0.0,589094.4199222686,77664768.78220902,70681193.95370959,0,0,337,False,False
0.1,0.0,-0.1,0.1,area,3.2,General,16,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.1,0.0,-0.1,0.1,area,3.2,New,0,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.1,0.0,0.0,-0.1,area,3.2,General,321,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.1,0.0,0.0,-0.1,area,3.2,New,194,337,337,0,143,189489.31534873683,198229.7067576024,0.0,189489.31534873683,0.0,198229.7067576024,32955673.40016584,1224309.6823624903,194,0,143,False,False
0.1,0.0,0.0,0.0,area,3.2,General,0,337,337,0,91,334280.4124989696,514444.86982057174,0.0,334280.4124989696,0.0,514444.8698205718,76662051.26427127,70913152.38053487,16,0,321,False,False
0.1,0.0,0.0,0.0,area,3.2,New,0,337,337,0,107,382830.1002041604,589094.4199222687,0.0,382830.10020416044,0.0,589094.4199222686,77664768.78220902,70681193.95370959,0,0,337,False,False
0.1,0.0,0.0,0.1,area,3.2,General,16,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.1,0.0,0.0,0.1,area,3.2,New,0,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.1,0.0,0.1,-0.1,area,3.2,General,321,337,337,0,4,7412.412084097416,13460.221978058074,0.0,7412.412084097416,0.0,13460.221978058074,56545031.060645126,53824712.31783387,337,0,0,False,False
0.1,0.0,0.1,-0.1,area,3.2,New,203,337,337,0,287,-223988.3957663377,-543088.2783736463,0.0,-223988.3957663377,0.0,-543088.2783736463,46795864.82451036,7921047.88742058,46,157,134,False,False
0.1,0.0,0.1,0.0,area,3.2,General,0,337,337,0,95,341692.82458306703,527905.0917986298,0.0,341692.8245830671,0.0,527905.0917986298,76662051.26427127,70885454.16442099,16,0,321,False,False
0.1,0.0,0.1,0.0,area,3.2,New,0,337,337,0,107,390242.5122882578,602554.6419003267,0.0,390242.5122882578,0.0,602554.6419003267,77664768.78220902,70653495.7375957,0,0,337,False,False
0.1,0.0,0.1,0.1,area,3.2,General,16,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.1,0.0,0.1,0.1,area,3.2,New,0,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.1,0.1,-0.1,-0.1,area,3.2,General,321,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.1,0.1,-0.1,-0.1,area,3.2,New,337,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,0,0,False,False
0.1,0.1,-0.1,0.0,area,3.2,General,321,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.1,0.1,-0.1,0.0,area,3.2,New,14,337,337,0,323,529861.0228704424,626700.0561762643,0.0,529861.0228704424,0.0,626700.0561762644,74438339.21855643,10913693.849157939,14,0,323,False,False
0.1,0.1,-0.1,0.1,area,3.2,General,12,337,337,0,42,153393.5014827513,236005.37711396354,0.0,153393.50148275134,0.0,236005.37711396354,77414089.40272458,72688065.22834031,4,0,333,False,False
0.1,0.1,-0.1,0.1,area,3.2,New,0,337,337,0,46,165869.06248157844,255230.09777345057,0.0,165869.06248157844,0.0,255230.09777345057,77664768.78220902,72657126.74743634,0,0,337,False,False
0.1,0.1,0.0,-0.1,area,3.2,General,321,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.1,0.1,0.0,-0.1,area,3.2,New,337,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,0,0,False,False
0.1,0.1,0.0,0.0,area,3.2,General,321,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.1,0.1,0.0,0.0,area,3.2,New,14,337,337,0,323,529861.0228704424,626700.0561762643,0.0,529861.0228704424,0.0,626700.0561762644,74438339.21855643,10913693.849157939,14,0,323,False,False
0.1,0.1,0.0,0.1,area,3.2,General,12,337,337,0,42,153393.5014827513,236005.37711396354,0.0,153393.50148275134,0.0,236005.37711396354,77414089.40272458,72688065.22834031,4,0,333,False,False
0.1,0.1,0.0,0.1,area,3.2,New,0,337,337,0,46,165869.06248157844,255230.09777345057,0.0,165869.06248157844,0.0,255230.09777345057,77664768.78220902,72657126.74743634,0,0,337,False,False
0.1,0.1,0.1,-0.1,area,3.2,General,321,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.1,0.1,0.1,-0.1,area,3.2,New,337,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,0,0,False,False
0.1,0.1,0.1,0.0,area,3.2,General,321,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.1,0.1,0.1,0.0,area,3.2,New,14,337,337,0,323,529861.0228704424,626700.0561762643,0.0,529861.0228704424,0.0,626700.0561762644,74438339.21855643,10913693.849157939,14,0,323,False,False
0.1,0.1,0.1,0.1,area,3.2,General,12,337,337,0,42,153393.5014827513,236005.37711396354,0.0,153393.50148275134,0.0,236005.37711396354,77414089.40272458,72688065.22834031,4,0,333,False,False
0.1,0.1,0.1,0.1,area,3.2,New,0,337,337,0,46,165869.06248157844,255230.09777345057,0.0,165869.06248157844,0.0,255230.09777345057,77664768.78220902,72657126.74743634,0,0,337,False,False
